Majority_protein_IDs,Main_Uniprot_ID,plot_label,Simple_gene_name,Simple_protein_name,core_histone,hovertext,hier_cl_averag_1,hier_cl_averag_2,hier_cl_averag_3,human_ICP,tSNE_dim_1,tSNE_dim_2,Ratio_log2_repA_G2,Ratio_log2_repA_0min,Ratio_log2_repA_5min,Ratio_log2_repA_10min,Ratio_log2_repA_15min,Ratio_log2_repA_20min,Ratio_log2_repA_25min,Ratio_log2_repB_G2,Ratio_log2_repB_0min,Ratio_log2_repB_5min,Ratio_log2_repB_10min,Ratio_log2_repB_15min,Ratio_log2_repB_20min,Ratio_log2_repB_25min,Ratio_log2_avg_0min,Ratio_log2_avg_5min,Ratio_log2_avg_10min,Ratio_log2_avg_15min,Ratio_log2_avg_20min,Ratio_log2_avg_25min,Ratio_log2_avg_G2
A0A1D5NU36;F1NA71;Q90623,Q90623,PPP1R12A MBS MYPT1 | Protein phosphatase 1 regulatory subunit | Q90623,PPP1R12A MBS MYPT1,Protein phosphatase 1 regulatory subunit,FALSE,PPP1R12A MBS MYPT1<br>Protein phosphatase 1 regulatory subunit<br>Q90623,9,13,,0.0971779315955774,-23.6958288829105,59.7560516724956,0,0.407955651603598,0.733009643126216,1.65826207772151,2.25565076965026,2.39618602847101,2.48279594154497,0,0.16756299311734,0.574958258485106,1.18010841983298,2.44236488929714,2.89415167585019,2.98554695312535,0.287759322360469,0.653983950805661,1.41918524877724,2.3490078294737,2.6451688521606,2.73417144733516,0
A0A1D5NU82,A0A1D5NU82,TUBG1 | Tubulin gamma chain | A0A1D5NU82,TUBG1,Tubulin gamma chain,FALSE,TUBG1<br>Tubulin gamma chain<br>A0A1D5NU82,4,14,,,-8.12349779216595,59.2868390418983,0,0.497595332651303,0.715648268557874,1.01854785428491,1.11671268946931,1.11972259164808,1.3291213901753,0,0.543319337820987,0.936094014789903,1.08460833208363,1.50767322002448,1.67222527216823,1.46982113729599,0.520457335236145,0.825871141673888,1.05157809318427,1.3121929547469,1.39597393190815,1.39947126373564,0
A0A1D5NU88,A0A1D5NU88,DDX31 | DEAD-box helicase 31 | A0A1D5NU88,DDX31,DEAD-box helicase 31,FALSE,DDX31<br>DEAD-box helicase 31<br>A0A1D5NU88,10,15,21,,-41.8743824044365,-46.373104261248,0,-0.255451819027205,-0.746215876061064,-1.16897777061933,-2.16386062309792,-2.14818910644398,-2.03250229216173,0,-0.38205824105952,-1.05790373544024,-1.64662255478873,-1.97912604664186,-2.11232721818673,-2.22314924418833,-0.318755030043362,-0.902059805750653,-1.40780016270403,-2.07149333486989,-2.13025816231536,-2.12782576817503,0
A0A1D5NU93;A0A3Q2UC80;E1C254,A0A1D5NU93,RNGTT | mRNA-capping enzyme | A0A1D5NU93,RNGTT,mRNA-capping enzyme,FALSE,RNGTT<br>mRNA-capping enzyme<br>A0A1D5NU93,2,16,22,0.942562644134612,0.988971124233693,-43.8751605183828,0,0.103079667028713,0.169312642714212,-0.254138768663512,-1.28397817414653,-1.23494867394846,-1.29132607109864,0,0.154115512563081,0.176775291052344,-0.010109769082043,-0.8505505051411,-0.645914684695255,-1.04878654917106,0.128597589795897,0.173043966883278,-0.132124268872777,-1.06726433964381,-0.940431679321857,-1.17005631013485,0
A0A1D5NUA6,A0A1D5NUA6,n.d. | RNA binding motif protein 34 | A0A1D5NUA6,n.d.,RNA binding motif protein 34,FALSE,n.d.<br>RNA binding motif protein 34<br>A0A1D5NUA6,10,15,23,,-48.208793769192,-45.4644501515785,0,-0.152234820179145,-0.737959462202518,-1.2418830265889,-2.58821819520107,-2.36539027223171,-2.14334506636308,0,-0.360222927744465,-1.1303095259472,-1.82866867694476,-2.059717698446,-2.26822462385112,-2.25740881926892,-0.256228873961805,-0.93413449407486,-1.53527585176683,-2.32396794682354,-2.31680744804142,-2.200376942816,0
A0A1D5NUC6,A0A1D5NUC6,MED30 | Mediator of RNA polymerase II transcription subunit 30 | A0A1D5NUC6,MED30,Mediator of RNA polymerase II transcription subunit 30,FALSE,MED30<br>Mediator of RNA polymerase II transcription subunit 30<br>A0A1D5NUC6,5,17,,,3.64476095832663,-9.48910129432952,0,0.0772329013201141,0.140649539451234,0.534028652218768,-0.632589839472846,-0.409953128042816,-0.479498244586256,0,0.1023547239809,0.191708106543373,0.157646661065519,0.111611232734881,-0.401628564684171,-0.43075817568772,0.089793812650507,0.166178822997303,0.345837656642144,-0.260489303368983,-0.405790846363494,-0.455128210136988,0
A0A1D5NUG1,A0A1D5NUG1,CGGBP1 | CGG triplet repeat binding protein 1 | A0A1D5NUG1,CGGBP1,CGG triplet repeat binding protein 1,FALSE,CGGBP1<br>CGG triplet repeat binding protein 1<br>A0A1D5NUG1,6,18,25,,-28.0053893631413,-44.1290751280229,0,-0.028147978816062,-0.272178493869892,-1.05929055265574,-1.68773414663351,-1.38637614847467,-1.45535354940437,0,-0.077849685926193,-0.172413310424208,-0.618732190173032,-1.24671489080924,-1.39569638558865,-1.39836590055314,-0.0529988323711275,-0.22229590214705,-0.839011371414384,-1.46722451872137,-1.39103626703166,-1.42685972497875,0
A0A1D5NUN3;F1NST1,A0A1D5NUN3,ACSS2 | Acyl-CoA synthetase short chain family member 2 | A0A1D5NUN3,ACSS2,Acyl-CoA synthetase short chain family member 2,FALSE,ACSS2<br>Acyl-CoA synthetase short chain family member 2<br>A0A1D5NUN3,5,17,28,0.226198056036517,23.6204570904863,-0.127248852931036,0,0.0465136893112329,-0.0363986100876492,-0.397862353624413,-0.785294621209659,-0.728428226590905,-0.55069522870355,0,0.0255979262869629,0.0511167970966766,-0.352169214014843,-0.53265024416496,-0.706930035749129,-0.577486063480491,0.0360558077990979,0.0073590935045137,-0.375015783819628,-0.658972432687309,-0.717679131170017,-0.56409064609202,0
A0A1D5NUQ4,A0A1D5NUQ4,RPL4 | Ribos_L4_asso_C domain-containing protein | A0A1D5NUQ4,RPL4,Ribos_L4_asso_C domain-containing protein,FALSE,RPL4<br>Ribos_L4_asso_C domain-containing protein<br>A0A1D5NUQ4,11,19,,,-23.0980727291524,-18.2314852435229,0,-0.476638792106488,-1.04182293876779,-1.06457198183994,-1.12569209951599,-0.771038011074974,-0.780412316394807,0,-0.576165241182496,-1.26042483004245,-1.61249546334192,-0.984976720458359,-0.832037658780499,-0.658591194460545,-0.526402016644492,-1.15112388440512,-1.33853372259093,-1.05533440998718,-0.801537834927736,-0.719501755427676,0
A0A1D5NUQ9;A0A1D5PXN7,A0A1D5NUQ9,PDXDC1 | Pyridoxal dependent decarboxylase domain containing 1 | A0A1D5NUQ9,PDXDC1,Pyridoxal dependent decarboxylase domain containing 1,FALSE,PDXDC1<br>Pyridoxal dependent decarboxylase domain containing 1<br>A0A1D5NUQ9,,,,,-16.3012489820717,11.3470450715745,0,0.558341497031059,0.0422216839368701,1.12141859999393,1.12260794960387,1.33456801591113,1.10119502458402,0,0.482279844998124,0.35200501315847,0.780491631690373,0.436424055155471,1.97338743086804,2.0011595745694,0.520310671014591,0.19711334854767,0.950955115842153,0.77951600237967,1.65397772338958,1.55117729957671,0
A0A1D5NUU0,A0A1D5NUU0,GRK2 | G protein-coupled receptor kinase | A0A1D5NUU0,GRK2,G protein-coupled receptor kinase,FALSE,GRK2<br>G protein-coupled receptor kinase<br>A0A1D5NUU0,4,4,,,-9.32071764058338,54.3741916767905,0,0.269275383476771,0.871770419750431,1.40993269048213,1.21663715384142,1.38317801519181,1.38336670504956,0,0.431520873827015,0.677049256818753,1.55340778222159,1.84193916197041,1.62387349243209,1.83496957835196,0.350398128651893,0.774409838284592,1.48167023635186,1.52928815790592,1.50352575381195,1.60916814170076,0
A0A1D5NUY2,A0A1D5NUY2,KIF11 | Eg5 | A0A1D5NUY2,KIF11,Eg5,FALSE,KIF11<br>Eg5<br>A0A1D5NUY2,13,21,,,-23.3488099864654,78.7136610005684,0,1.08466082724685,1.51048930517144,2.36718611507363,3.04285983549457,3.2047654815882,3.21776424206558,0,1.01873537533659,1.46082286625852,2.05580280812109,3.27847071897855,3.52813302841239,3.65754356689731,1.05169810129172,1.48565608571498,2.21149446159736,3.16066527723656,3.3664492550003,3.43765390448145,0
A0A1D5NUZ4,A0A1D5NUZ4,C8H1ORF112 | C1orf112 | A0A1D5NUZ4,C8H1ORF112,C1orf112,FALSE,C8H1ORF112<br>C1orf112<br>A0A1D5NUZ4,2,2,2,,18.4413960235751,-22.9257388374145,0,0.282903417179665,0.324842500384848,-0.21679756827236,-1.02612205383781,-0.716910937493808,-0.772785776733708,0,-0.017116578550961,0.345663848010632,0.171797466564131,-0.390844792542103,-0.846132836061363,-0.744469087031241,0.132893419314352,0.33525317419774,-0.0225000508541147,-0.708483423189956,-0.781521886777586,-0.758627431882474,0
A0A1D5NV04;P36197;F1NB51,P36197,ZEB1 TCF8 | Zinc finger E-box-binding homeobox 1 | P36197,ZEB1 TCF8,Zinc finger E-box-binding homeobox 1,FALSE,ZEB1 TCF8<br>Zinc finger E-box-binding homeobox 1<br>P36197,2,5,12,,40.7665145406378,-18.9441180715057,0,0.271078132988228,0.25372577669612,-0.0956461209947223,-0.996521735378548,-1.02650508033285,-1.20485478737861,0,0.222230334281738,0.237443871880534,0.316122980176362,-0.560408413198228,-0.87518425734689,-0.979352633419658,0.246654233634983,0.245584824288327,0.11023842959082,-0.778465074288388,-0.950844668839869,-1.09210371039913,0
A0A1D5NV31,A0A1D5NV31,n.d. | 60 kDa poly(U)-binding-splicing factor | A0A1D5NV31,n.d.,60 kDa poly(U)-binding-splicing factor,FALSE,n.d.<br>60 kDa poly(U)-binding-splicing factor<br>A0A1D5NV31,2,2,33,,11.0313983905491,-31.9771475906733,0,0.116712705535291,0.250548492858624,-0.075135108427793,-1.00384588270412,-0.964220118325937,-1.0977728601856,0,0.156472974271823,0.116264356238926,0.131498383386773,-0.518635619586787,-0.875751584651106,-0.815421099814816,0.136592839903557,0.183406424548775,0.02818163747949,-0.761240751145452,-0.919985851488522,-0.956596980000207,0
A0A1D5NV65,A0A1D5NV65,PGM2 | Phosphoglucomutase-2 | A0A1D5NV65,PGM2,Phosphoglucomutase-2,FALSE,PGM2<br>Phosphoglucomutase-2<br>A0A1D5NV65,5,7,7,,-1.13662227374677,1.87944062123909,0,0.290276838551638,0.411406937288134,0.15016541537327,-0.280613429040008,-0.158392721128257,-0.184878123900681,0,0.197649154514048,0.328902734265867,0.176093864605332,-0.144534558945762,0.147321009270344,0.17095572607954,0.243962996532843,0.370154835777001,0.163129639989301,-0.212573993992885,-0.00553585592895645,-0.00696119891057045,0
A0A1D5NV75;A0A1D5NUZ0,A0A1D5NV75,NAPA | NSF attachment protein alpha | A0A1D5NV75,NAPA,NSF attachment protein alpha,FALSE,NAPA<br>NSF attachment protein alpha<br>A0A1D5NV75,1,1,1,,4.49507783411352,25.767155464115,0,0.00331872755357199,0.0891848526793287,0.173703895798818,-0.116264153105584,0.01736456107185,0.035362301236419,0,0.104275211715138,0.096158152605061,0.309389996943711,0.331227255633281,0.318632800175038,0.449664867860381,0.053796969634355,0.0926715026421948,0.241546946371264,0.107481551263849,0.167998680623444,0.2425135845484,0
A0A1D5NV94;A0A3Q3AZZ3,A0A1D5NV94,AP2A2 | AP-2 complex subunit alpha | A0A1D5NV94,AP2A2,AP-2 complex subunit alpha,FALSE,AP2A2<br>AP-2 complex subunit alpha<br>A0A1D5NV94,9,,,,-26.0768312036137,63.2846103785474,0,0.536942579732216,1.45037403549395,2.51456465811535,2.7245258946027,3.14474989853986,3.21933614191949,0,0.47685906130783,1.34254230122913,2.35920333165851,3.32957727691745,3.7479396262644,3.86770930820232,0.506900820520023,1.39645816836154,2.43688399488693,3.02705158576008,3.44634476240213,3.54352272506091,0
A0A1D5NV95;A0A1L1RRT0,A0A1D5NV95,CHTF18 | AAA domain-containing protein | A0A1D5NV95,CHTF18,AAA domain-containing protein,FALSE,CHTF18<br>AAA domain-containing protein<br>A0A1D5NV95,2,2,35,,16.7237835796522,-31.9611219882527,0,0.386091076340573,0.515335521806551,0.197179053719297,-0.984084729175803,-0.940008858058353,-0.833403544543473,0,0.25808607473051,0.573642727075153,0.535038724219086,-0.332690035769822,-0.782325874573448,-0.672381925378258,0.322088575535541,0.544489124440852,0.366108888969191,-0.658387382472813,-0.861167366315901,-0.752892734960866,0
A0A1D5NVC3,A0A1D5NVC3,CAPN7 | Calpain 7 | A0A1D5NVC3,CAPN7,Calpain 7,FALSE,CAPN7<br>Calpain 7<br>A0A1D5NVC3,1,1,36,,2.69206884188358,42.3566370416854,0,0.0782517385453769,0.458531476441386,0.51785531087778,0.103946111016305,0.203931814223345,0.55568347272232,0,0.336293879885071,0.472307516622183,0.811656692810277,0.8202828507011,0.904598796226802,0.84203877632872,0.207272809215224,0.465419496531785,0.664756001844029,0.462114480858703,0.554265305225074,0.69886112452552,0
A0A1D5NVE2,A0A1D5NVE2,UBE2Q1 | Ubiquitin conjugating enzyme E2 Q1 | A0A1D5NVE2,UBE2Q1,Ubiquitin conjugating enzyme E2 Q1,FALSE,UBE2Q1<br>Ubiquitin conjugating enzyme E2 Q1<br>A0A1D5NVE2,1,23,38,,9.78736684174239,10.3263126560277,0,0.259804327782111,0.472006511238469,0.136993504162277,-0.291820624604674,-0.233359699386234,-0.234509147281834,0,0.356883660367853,0.453795781779479,0.375054497737937,-0.03730549292735,0.002632849259602,0.302933131458186,0.308343994074982,0.462901146508974,0.256024000950107,-0.164563058766012,-0.115363425063316,0.0342119920881759,0
A0A1D5NVF3,A0A1D5NVF3,SNX17 | Sorting nexin 17 | A0A1D5NVF3,SNX17,Sorting nexin 17,FALSE,SNX17<br>Sorting nexin 17<br>A0A1D5NVF3,,,,,0.94652830320502,44.9889050325271,0,0.302460553837808,1.13718041688069,1.3554661130963,0.289068750608867,0.111213303907748,1.00950767548012,0,-0.167982531813758,0.78138659314644,1.23404793522521,1.0913223234026,0.983111680583584,1.43335699714321,0.067239011012025,0.959283505013566,1.29475702416076,0.690195537005734,0.547162492245666,1.22143233631166,0
A0A1D5NVI1,A0A1D5NVI1,RPL9 | 60S ribosomal protein L9 | A0A1D5NVI1,RPL9,60S ribosomal protein L9,FALSE,RPL9<br>60S ribosomal protein L9<br>A0A1D5NVI1,15,25,,,-19.8290003169478,-11.16705351436,0,-0.439373693477708,-0.709838739169691,-0.593190470297801,-0.564725091035066,-0.292918824133918,-0.217763942616355,0,-0.634470619582665,-0.758277455278055,-0.687028228751835,-0.193918454037169,-0.15382142318017,-0.093850186275755,-0.536922156530187,-0.734058097223873,-0.640109349524818,-0.379321772536117,-0.223370123657044,-0.155807064446055,0
A0A1D5NVT8,A0A1D5NVT8,ELP2 | Elongator acetyltransferase complex subunit 2 | A0A1D5NVT8,ELP2,Elongator acetyltransferase complex subunit 2,FALSE,ELP2<br>Elongator acetyltransferase complex subunit 2<br>A0A1D5NVT8,16,26,41,,-5.40588586792047,46.8209434073393,0,0.156121096882274,0.265794470959641,0.514931556646339,0.411224586400154,0.705610990830817,0.637445307511344,0,0.200152370679868,0.259579290022173,0.824671714668698,1.14352328285929,1.27796255526338,1.28376324267833,0.178136733781071,0.262686880490907,0.669801635657518,0.777373934629722,0.991786773047096,0.960604275094838,0
A0A1D5NVZ1;A0A3Q2UIB1;A0A1D5P5D9,A0A1D5NVZ1,FAM120C | Family with sequence similarity 120A | A0A1D5NVZ1,FAM120C,Family with sequence similarity 120A,FALSE,FAM120C<br>Family with sequence similarity 120A<br>A0A1D5NVZ1,17,,,,-28.2325207048373,75.8705694204272,0,0.114852665910151,0.247402096347924,1.03376328895667,1.97139112499551,2.51991009549325,2.77310452401689,0,0.5198371240989,0.610933160605414,0.756829181957586,2.87769833322355,3.47350149378415,3.43742151167042,0.317344895004525,0.429167628476669,0.895296235457129,2.42454472910953,2.9967057946387,3.10526301784365,0
A0A1D5NW01;A0A3Q2U6R1;A0A3Q2U2X7,A0A1D5NW01,KDM2A | Lysine demethylase 2A | A0A1D5NW01,KDM2A,Lysine demethylase 2A,FALSE,KDM2A<br>Lysine demethylase 2A<br>A0A1D5NW01,2,5,12,,43.1032159349886,-14.3894498274674,0,0.070288071729844,0.046835794812923,-0.37708166514263,-1.29565433354258,-1.16672259167955,-1.2263190518469,0,0.149775101549518,0.111710862956034,0.062908455273698,-0.602189312851315,-0.842584379318219,-1.01903082537407,0.110031586639681,0.0792733288844785,-0.157086604934466,-0.948921823196948,-1.00465348549889,-1.12267493861049,0
A0A1D5NW24,A0A1D5NW24,GTF3C3 | General transcription factor 3C polypeptide 3 TFIIIC102 | A0A1D5NW24,GTF3C3,General transcription factor 3C polypeptide 3 TFIIIC102,FALSE,GTF3C3<br>General transcription factor 3C polypeptide 3 TFIIIC102<br>A0A1D5NW24,2,5,43,,11.188114628807,2.68019525008741,0,0.176908831681698,0.340492512781138,0.121699861747091,-0.690822415075193,-0.409493587565022,-0.48530236219892,0,0.3656251461956,0.294232425147651,0.289638959735335,-0.042451257501844,-0.141609139655842,-0.272404157765491,0.271266988938649,0.317362468964395,0.205669410741213,-0.366636836288518,-0.275551363610432,-0.378853259982205,0
A0A1D5NW27;P02552,P02552,n.d. | Tubulin alpha chain | P02552,n.d.,Tubulin alpha chain,FALSE,n.d.<br>Tubulin alpha chain<br>P02552,18,28,,,-20.5547083707477,47.8421699365079,0,-0.491995318607364,-0.036398136741262,1.07573073024933,1.43264620380458,1.66520668885235,1.67498562840309,0,-0.260030930894506,-0.00231947396504206,0.808382121568161,1.92183470160738,2.11530017247165,2.19713069239391,-0.376013124750935,-0.019358805353152,0.942056425908746,1.67724045270598,1.890253430662,1.9360581603985,0
A0A1D5NW32;A0A3Q3AER7;E1C0J5,A0A1D5NW32,IPO11 | Importin 11 | A0A1D5NW32,IPO11,Importin 11,FALSE,IPO11<br>Importin 11<br>A0A1D5NW32,1,29,45,,12.6446492867511,24.5379387189118,0,0.349632442180252,0.553400210139506,0.572532199909925,-0.136160709660469,-0.068807723578577,-0.025757909908943,0,0.53957189111644,0.618190377236269,0.830754241189836,0.432694726832624,0.299498504581846,0.316123463480495,0.444602166648346,0.585795293687888,0.701643220549881,0.148267008586077,0.115345390501635,0.145182776785776,0
A0A1D5NW45,A0A1D5NW45,n.d. | Kinesin-like protein KIF20B MPHOSPH1 | A0A1D5NW45,n.d.,Kinesin-like protein KIF20B MPHOSPH1,FALSE,n.d.<br>Kinesin-like protein KIF20B MPHOSPH1<br>A0A1D5NW45,1,30,46,,21.5680397839161,28.9319160216223,0,0.046786901986602,0.069833843734441,-0.167472013782715,-0.45380448527603,-0.534498909997392,-0.702682745539729,0,0.572681778477334,0.529207087296624,0.596221476964008,0.01845449633886,-0.093498618604426,-0.220043845955293,0.309734340231968,0.299520465515533,0.214374731590647,-0.217674994468585,-0.313998764300909,-0.461363295747511,0
A0A1D5NW71;A0A1D5PJV0,A0A1D5NW71,HCFC2 | Host cell factor C2 | A0A1D5NW71,HCFC2,Host cell factor C2,FALSE,HCFC2<br>Host cell factor C2<br>A0A1D5NW71,2,5,43,,30.0580415548844,-3.16034624884035,0,0.149734066887549,0.124118606909418,0.0616183674699336,-0.750290395929687,-0.887411719987989,-0.73139762483656,0,0.247803775270885,0.322355157744293,0.117419886879324,-0.159968064436306,-0.507773790956489,-0.568035371502381,0.198768921079217,0.223236882326856,0.0895191271746288,-0.455129230182997,-0.697592755472239,-0.649716498169471,0
A0A1D5NW88;A0A1D5NTC3,A0A1D5NW88,MAP4 | Microtubule-associated protein | A0A1D5NW88,MAP4,Microtubule-associated protein,FALSE,MAP4<br>Microtubule-associated protein<br>A0A1D5NW88,7,31,,,-26.6265106711879,72.5963512373268,0,0.509975362477252,0.882938307176732,1.96670110200304,2.92173855089091,3.16183790249683,3.16423996507088,0,0.615877348025553,0.891184497089338,1.54758553586393,3.2402584120141,2.83793711646132,3.15089395952594,0.562926355251403,0.887061402133035,1.75714331893348,3.0809984814525,2.99988750947907,3.15756696229841,0
A0A1D5NW99,A0A1D5NW99,ZNF592 | Zinc finger protein 592 | A0A1D5NW99,ZNF592,Zinc finger protein 592,FALSE,ZNF592<br>Zinc finger protein 592<br>A0A1D5NW99,2,5,49,,42.177572282514,2.38857239504893,0,0.181384882436674,0.067317771684775,0.133367183204174,-0.878720739889185,-0.957328925990824,-0.911763470297039,0,0.114413531380308,0.274702697226016,0.531811645996064,-0.284619184194612,-0.824653905630891,-0.815109404029181,0.147899206908491,0.171010234455395,0.332589414600119,-0.581669962041898,-0.890991415810858,-0.86343643716311,0
